"arc_length","alpha.water","p_rgh","P","S0"
0,0.00000000e+00,1.08000500e+03,1.07552036e+03,4.14538160e-41
5e-06,-1.68438478e-29,1.08001904e+03,1.07552036e+03,4.14538160e-41
1e-05,-3.36876955e-29,1.08003296e+03,1.07552036e+03,4.14538160e-41
1.5e-05,-5.05315448e-29,1.08004700e+03,1.07552036e+03,4.14538160e-41
2e-05,-6.73753910e-29,1.08006104e+03,1.07552036e+03,4.14538160e-41
2.5e-05,-8.42192373e-29,1.08007495e+03,1.07552036e+03,4.14538160e-41
3e-05,-1.01063090e-28,1.08008899e+03,1.07402036e+03,1.24361448e-40
3.5e-05,-1.17906936e-28,1.08010303e+03,1.07402036e+03,1.24361448e-40
4e-05,-1.34750782e-28,1.08011707e+03,1.07402036e+03,1.24361448e-40
4.5e-05,-1.51594628e-28,1.08013098e+03,1.07402036e+03,1.24361448e-40
5e-05,-1.68438475e-28,1.08014502e+03,1.07402036e+03,1.24361448e-40
5.5e-05,-2.43971581e-28,1.08007996e+03,1.07252036e+03,3.73084344e-40
6e-05,-3.19504652e-28,1.08001501e+03,1.07252036e+03,3.73084344e-40
6.5e-05,-3.95037746e-28,1.07994995e+03,1.07252036e+03,3.73084344e-40
7e-05,-4.70570841e-28,1.07988501e+03,1.07252036e+03,3.73084344e-40
7.5e-05,-5.46103984e-28,1.07981995e+03,1.07252036e+03,3.73084344e-40
8e-05,-6.21636982e-28,1.07975500e+03,1.07102036e+03,1.11925303e-39
8.5e-05,-6.97170077e-28,1.07968994e+03,1.07102036e+03,1.11925303e-39
9e-05,-7.72703220e-28,1.07962500e+03,1.07102036e+03,1.11925303e-39
9.5e-05,-8.48236266e-28,1.07955994e+03,1.07102036e+03,1.11925303e-39
0.0001,-9.23769313e-28,1.07949500e+03,1.07102036e+03,1.11925303e-39
0.000105,-1.11473961e-27,1.07924622e+03,1.06952036e+03,3.35775910e-39
0.00011,-1.30570992e-27,1.07899756e+03,1.06952036e+03,3.35775910e-39
0.000115,-1.49668012e-27,1.07874878e+03,1.06952036e+03,3.35775910e-39
0.00012,-1.68765023e-27,1.07850000e+03,1.06952036e+03,3.35775910e-39
0.000125,-1.87862063e-27,1.07825122e+03,1.06952036e+03,3.35775910e-39
0.00013,-2.06959064e-27,1.07800256e+03,1.06802036e+03,1.00732773e-38
0.000135,-2.26056066e-27,1.07775378e+03,1.06802036e+03,1.00732773e-38
0.00014,-2.45153125e-27,1.07750500e+03,1.06802036e+03,1.00732773e-38
0.000145,-2.64250126e-27,1.07725635e+03,1.06802036e+03,1.00732773e-38
0.00015,-2.83347185e-27,1.07700757e+03,1.06802036e+03,1.00732773e-38
0.000155,-3.12266449e-27,1.07663611e+03,1.06652036e+03,3.02198319e-38
0.00016,-3.41185693e-27,1.07626453e+03,1.06652036e+03,3.02198319e-38
0.000165,-3.70105033e-27,1.07589307e+03,1.06652036e+03,3.02198319e-38
0.00017,-3.99024296e-27,1.07552148e+03,1.06652036e+03,3.02198319e-38
0.000175,-4.27943560e-27,1.07515002e+03,1.06652036e+03,3.02198319e-38
0.00018,-4.56862900e-27,1.07477856e+03,1.06502036e+03,9.06594957e-38
0.000185,-4.85782125e-27,1.07440698e+03,1.06502036e+03,9.06594957e-38
0.00019,-5.14701465e-27,1.07403552e+03,1.06502036e+03,9.06594957e-38
0.000195,-5.43620728e-27,1.07366394e+03,1.06502036e+03,9.06594957e-38
0.0002,-5.72539992e-27,1.07329248e+03,1.06502036e+03,9.06594957e-38
0.000205,-6.16850863e-27,1.07288550e+03,1.06352036e+03,2.71978487e-37
0.00021,-6.61161581e-27,1.07247852e+03,1.06352036e+03,2.71978487e-37
0.000215,-7.05472299e-27,1.07207153e+03,1.06352036e+03,2.71978487e-37
0.00022,-7.49783170e-27,1.07166455e+03,1.06352036e+03,2.71978487e-37
0.000225,-7.94093965e-27,1.07125757e+03,1.06352036e+03,2.71978487e-37
0.00023,-8.38404837e-27,1.07085046e+03,1.06202036e+03,8.15935461e-37
0.000235,-8.82715554e-27,1.07044348e+03,1.06202036e+03,8.15935461e-37
0.00024,-9.27026272e-27,1.07003650e+03,1.06202036e+03,8.15935461e-37
0.000245,-9.71337144e-27,1.06962952e+03,1.06202036e+03,8.15935461e-37
0.00025,-1.01564802e-26,1.06922253e+03,1.06202036e+03,8.15935461e-37
0.000255,-1.19118351e-26,1.06881934e+03,1.06052036e+03,2.44780638e-36
0.00026,-1.36672001e-26,1.06841602e+03,1.06052036e+03,2.44780638e-36
0.000265,-1.54225650e-26,1.06801282e+03,1.06052036e+03,2.44780638e-36
0.00027,-1.71779192e-26,1.06760950e+03,1.06052036e+03,2.44780638e-36
0.000275,-1.89332842e-26,1.06720630e+03,1.06052036e+03,2.44780638e-36
0.00028,-2.06886492e-26,1.06680298e+03,1.05902036e+03,7.34341916e-36
0.000285,-2.24440033e-26,1.06639978e+03,1.05902036e+03,7.34341916e-36
0.00029,-2.41993683e-26,1.06599646e+03,1.05902036e+03,7.34341916e-36
0.000295,-2.59547348e-26,1.06559326e+03,1.05902036e+03,7.34341916e-36
0.0003,-2.77100982e-26,1.06518994e+03,1.05902036e+03,7.34341916e-36
0.000305,-3.42238306e-26,1.06480322e+03,1.05752036e+03,2.20302575e-35
0.00031,-4.07375999e-26,1.06441650e+03,1.05752036e+03,2.20302575e-35
0.000315,-4.72513692e-26,1.06402966e+03,1.05752036e+03,2.20302575e-35
0.00032,-5.37651047e-26,1.06364294e+03,1.05752036e+03,2.20302575e-35
0.000325,-6.02788709e-26,1.06325623e+03,1.05752036e+03,2.20302575e-35
0.00033,-6.67926433e-26,1.06286951e+03,1.05602036e+03,6.60907729e-35
0.000335,-7.33063726e-26,1.06248279e+03,1.05602036e+03,6.60907729e-35
0.00034,-7.98201450e-26,1.06209595e+03,1.05602036e+03,6.60907729e-35
0.000345,-8.63339174e-26,1.06170923e+03,1.05602036e+03,6.60907729e-35
0.00035,-9.28476466e-26,1.06132251e+03,1.05602036e+03,6.60907729e-35
0.000355,-1.08789170e-25,1.06095496e+03,1.05452036e+03,1.98272321e-34
0.00036,-1.24730705e-25,1.06058752e+03,1.05452036e+03,1.98272321e-34
0.000365,-1.40672228e-25,1.06021997e+03,1.05452036e+03,1.98272321e-34
0.00037,-1.56613665e-25,1.05985254e+03,1.05452036e+03,1.98272321e-34
0.000375,-1.72555200e-25,1.05948499e+03,1.05452036e+03,1.98272321e-34
0.00038,-1.88496723e-25,1.05911743e+03,1.05302036e+03,5.94816977e-34
0.000385,-2.04438160e-25,1.05875000e+03,1.05302036e+03,5.94816977e-34
0.00039,-2.20379683e-25,1.05838245e+03,1.05302036e+03,5.94816977e-34
0.000395,-2.36321231e-25,1.05801501e+03,1.05302036e+03,5.94816977e-34
0.0004,-2.52262655e-25,1.05764746e+03,1.05302036e+03,5.94816977e-34
0.000405,-2.80626297e-25,1.05729724e+03,1.05152036e+03,1.78445099e-33
0.00041,-3.08989939e-25,1.05694702e+03,1.05152036e+03,1.78445099e-33
0.000415,-3.37353433e-25,1.05659668e+03,1.05152036e+03,1.78445099e-33
0.00042,-3.65717074e-25,1.05624646e+03,1.05152036e+03,1.78445099e-33
0.000425,-3.94080716e-25,1.05589624e+03,1.05152036e+03,1.78445099e-33
